text_or_caption,reply_to,chat_id,date_created
"Т.е. не с первого Yellow slip считать дни, а с въезда по Шенгену можно?",1737,-1001350470024,2020-08-27T18:03:46+00:00
Да. ARC тут не причём ),1740,-1001350470024,2020-08-27T18:04:45+00:00
нет конечно! штрвюафы это штрафы,1739,-1001350470024,2020-08-27T18:04:52+00:00
"Думаю, вы невнимательно прочитали вопрос.",1742,-1001350470024,2020-08-27T18:06:16+00:00
"Супер. Почти год сократили. 
Олег, а если 8 лет живёшь на Кипре, справка о несудимости уже Кипрская нужна для гражданства?",1741,-1001350470024,2020-08-27T18:06:29+00:00
После 6 мес. уже местная,1744,-1001350470024,2020-08-27T18:06:51+00:00
вот и потеряла его уже в ленте :),1743,-1001350470024,2020-08-27T18:06:54+00:00
Верно пишут - через 6мес только местная справка,1744,-1001350470024,2020-08-27T18:07:32+00:00
Спасибо!,1745,-1001350470024,2020-08-27T18:07:53+00:00
"Супер группа. И год скостили, и справка Кипрская. Спасибо!!!",1747,-1001350470024,2020-08-27T18:08:11+00:00
Летит домой на кипр (с),1714,-1001350470024,2020-08-27T18:09:16+00:00
"А, я слепошарый) прочитал как ""с Кипра""",1751,-1001350470024,2020-08-27T18:09:44+00:00
"да, пардон, не может, конечно",,-1001350470024,2020-08-27T18:09:49+00:00
в 19,1739,-1001350470024,2020-08-27T18:11:40+00:00
"Печаль. НДФЛ-то я уже заплатил без учета GESY. Ладно, будем ждать возврат. Спасибо!",1754,-1001350470024,2020-08-27T18:12:42+00:00
"Всё вернулось обратно, всё должны удержать до фактической выплаты. И место работы роли не играет. Ну и ставка 30% для налогового не резидента РФ.",1756,-1001350470024,2020-08-28T05:41:21+00:00
Да) только компания моя морозится и шлёт меня платить на Кипр.,1757,-1001350470024,2020-08-28T05:43:05+00:00
А штраф за неуплату будет на компанию как агента или на вас как налогоплательщика? Или вообще на всех? Так себе ситуация.,1758,-1001350470024,2020-08-28T05:46:24+00:00
"😃не хочется проверять, но если мне из налоговой сотрудники отвечали про 13%. Мне кажется я им не сильно интересна, и возможно они это могут вообще не отследить.",1759,-1001350470024,2020-08-28T05:47:47+00:00
"А вы работаете на удалёнке в РФ, просто живёте на Кипре (без права работы)?",1760,-1001350470024,2020-08-28T05:49:14+00:00
"Нет. У меня сложный кейс. Тут у меня рабочая виза. То есть я буду подавать декларацию по кипрским доходам. А так же есть договор на удаленную работу на 0,5 ставки в рф компании. Зп приходит сооответственно из рф на рф карту.",1761,-1001350470024,2020-08-28T05:52:35+00:00
"к сожалению, что и требовалось доказать (((( пока позиция налоговой не изменилась ((((
печалька",1756,-1001350470024,2020-08-28T05:53:41+00:00
А ещё интересен момент если все таки показывать рф доход на Кипре. Его фактически нужно перевести будет в евро и показать этот доход. Или можно это сделать теоретически. По курсу.,,-1001350470024,2020-08-28T05:53:59+00:00
Это точно можно по курсу ЕЦБ на момент ~~получения~~ начисления. А вот всё остальное не просто. А российская фирма не готова оплачивать например за услугу английской LLP?,1764,-1001350470024,2020-08-28T05:55:48+00:00
я думаю на каждую дату начисления или получения дохода? цифра же указывается до удержания налогов. значит получается начисления (,1764,-1001350470024,2020-08-28T05:55:52+00:00
Да им наверное пофиг куда платить. Главное чтобы это были официальные платежи.,1765,-1001350470024,2020-08-28T05:59:09+00:00
"вашему работодателю? не совсем пофиг, так как нужно чтобы на эти расходы можно было бы уменьшить прибыль.",1767,-1001350470024,2020-08-28T06:03:37+00:00
"Почитайте про LLP, очень дешёвое решение только партнёр нужен, и тогда будет оплата ваших налогов на Кипре 100% а не в России.
Со счётом надо будет помучиться, или убедить РФ фирму платить на ваш личный на Кипре.
Но это такой, достаточно корявый способ. Проще наверно убедить платить 30% в РФ.",1767,-1001350470024,2020-08-28T06:04:04+00:00
Спасибо всем. Что нибудь подумаю),,-1001350470024,2020-08-28T06:06:21+00:00
"выплачивать в валюте на заграничный счет заработную плату российскую? как-то слабо верится, что такой вариант возможен",1769,-1001350470024,2020-08-28T06:07:23+00:00
не за что :),1770,-1001350470024,2020-08-28T06:07:33+00:00
"Не зарплату, а именно за услугу оказанную английской LLP. 
Услуга именно такая за что з-та платится. Логика такая, раз можно работать дистанционно, значит и услугу по такой ""работе"" можно оказать дистанционно.",1771,-1001350470024,2020-08-28T06:10:03+00:00
"не хочу долго дискутировать, но ""услугу оказанную английской LLP"" - нужно еще придумать предмет договора, обоснованность затрат таких и вообще руководство должно на это согласится.
с учетом, что у Марины вообще не понимают как НДФЛ считать и платить правильно, то такой кейс из области фантастики :)",1773,-1001350470024,2020-08-28T06:11:58+00:00
"Или им всё пофигу и валютному контролю их банка тоже. И у Марины зато всё будет чисто.
Но это конечно всё домыслы. И маловероятно, Вы обсалютно правы.",1774,-1001350470024,2020-08-28T06:16:15+00:00
Так у Кипра действующее СОДН с РФ. Что там про зарплаты/услуги сказано?,1757,-1001350470024,2020-08-28T06:19:57+00:00
"в отношении доходов, получаемых в РФ, в первую очередь действует российское налоговое законодательство. 
а про СОДН, видимо оно действует в части, что дважды вы не платите налог с зарплаты, в каждой стране. сразу сразу внимательно его еще не читала, нужно с карандашом.",1776,-1001350470024,2020-08-28T06:26:19+00:00
"На Кипре и без СИДН не платится налог с з/п из зарубежных источников, если работать на них более 90 дней.",1777,-1001350470024,2020-08-28T07:11:39+00:00
"по сути, нет ответа. Процитированы статьи. А попадает ли ваша работа под определение ""от источников в РФ"" - ищите сами )",1757,-1001350470024,2020-08-28T07:47:11+00:00
Как обычно. Отписка.,1783,-1001350470024,2020-08-28T07:52:09+00:00
"Почитал СОДН, статья 15 явно освобождает налогового резидента Кипра от удержания НДФЛ у источника в РФ за выплату заработной платы и других подобных вознаграждений. Если он не артист, спортсмен, пенсионер",1777,-1001350470024,2020-08-28T10:05:54+00:00
Это было бы отлично. Но почему же налоговая отвечает в таком духе. Если это моя налоговая и я туда отчитываю свои налоги.,1787,-1001350470024,2020-08-28T10:31:34+00:00
А вы им приносили налоговый сертификат резидента Кипра?,1788,-1001350470024,2020-08-28T10:38:16+00:00
Так они 30% (вместо 13%) процентами признают налоговую резиденцию Кипра.,1789,-1001350470024,2020-08-28T10:39:25+00:00
"Я прочитал ответ, что 30% это если НЕТ СОДН",1790,-1001350470024,2020-08-28T10:39:56+00:00
"Возможно, налоговая так отвечает на вопрос про зарплату (по ТК). В данном случае нужен договор (ГПХ) с подрядчиком физ-лицом резидентом Кипра и по нему платить на Кипр. В этом случае в РФ ничего удержано быть не может.",1788,-1001350470024,2020-08-28T10:41:06+00:00
"Постою в сторонке, что-то я запутался окончательно.",1791,-1001350470024,2020-08-28T10:41:08+00:00
Я им написала что переехала и стала резидентом Кипра. Но продолжаю работать по трудовому договору на удаленную работу на компанию в рф.,1789,-1001350470024,2020-08-28T10:43:20+00:00
Вот возможно это вариант.,1792,-1001350470024,2020-08-28T10:45:59+00:00
Все верно вам ответили. В этом случае 30% в РФ и 0 на Кипре. Вам нужно уволится согласно ТК и заключить гражданско-правовой договор на оказание услуг. Тогда все налогообложение будет на Кипре.,1794,-1001350470024,2020-08-28T10:46:26+00:00
"Да. На работе сказали это вариант, будем обсуждать) спасибо!",1796,-1001350470024,2020-08-28T10:49:18+00:00
Здрась. Рф берет у источника,1787,-1001350470024,2020-08-28T10:53:31+00:00
Это решение задачи путем изменения условий задачи! ))),1796,-1001350470024,2020-08-28T10:53:39+00:00
"Гпх разве не у источника? Я не бухгалтер, но гпх вроде налоговым агентом признается компания плательщик по гпх",1796,-1001350470024,2020-08-28T10:54:48+00:00
у источника конечно ))) в РФ,1801,-1001350470024,2020-08-28T10:56:48+00:00
"Привет. Именно так.
Налоговая дала четкий ответ, что агент (компания плательщик), должна удерживать 30% НДФЛ у источника, если нет СОДН. Если он есть, как в случае с Кипром, то агент должен действовать в соответствии с ним. Статья 15 четко описывает, что в РФ ничего удерживать не надо, все налоги платятся на Кипре. Надо только предоставить агенту налоговый сертификат. А вот агент, видимо, то ли не очень понимает, то ли еще по какой причине, продолжает удерживать 13% (если я правильно понял), что в любом случае не правильно. Так что надо биться дальше, как мне кажется. Дать им ответ налоговой, копию СОДН и налоговый сертификат",1799,-1001350470024,2020-08-28T11:10:22+00:00
Отложил в копилку опыта. Первый раз слышу что из рф по гпх можно под 0,1803,-1001350470024,2020-08-28T11:36:04+00:00
"вообще очень интересна практическая реализация обсуждаемого кейса. как технически должны действовать работодатель/источник выплаты и работник или стороны заключенного договора ГПХ.
как отчетность сдавать? как отвечать за требования налоговой? какие документы представлять в налоговую?",,-1001350470024,2020-08-28T11:40:35+00:00
"Дада. В теории все понятно. По практике у меня всегда агент удерживал, ибо ""нам проще удержать чем разбираться с вашими говнодокументами""",1805,-1001350470024,2020-08-28T11:42:54+00:00
но ведь физическое лицо может подать декларацию по итогам года и потом получить возврат из налоговой излишне уплаченного НДФЛ.,1806,-1001350470024,2020-08-28T11:43:45+00:00
"Я б даже ради интереса попробовал, но лень на Кипре шкалу превышать",1806,-1001350470024,2020-08-28T11:43:52+00:00
по идее да. но формулировки размытые.,1787,-1001350470024,2020-08-28T11:45:00+00:00
"Что в СИДН, что в налоговых брошюрах для Кипра есть формулировка ""работа по найму не осуществляется в другом Договаривающемся Государстве"" (в брошюрах как ""salaried services rendered outside the Republic"").

Как именно это понимать? Вот я пишу код удалённо для компании в РФ. Пишу на Кипре, но результат в итоге оказывается в РФ. Это ""rendered outside the Republic"" или всё же ""inside""?",,-1001350470024,2020-08-28T12:28:54+00:00
А это смотря как в договоре прописано место выполнения работ/услуг.,1812,-1001350470024,2020-08-28T12:30:31+00:00
пишешь как сотрудник или как подрядчик?,1812,-1001350470024,2020-08-28T12:35:41+00:00
"Вроде бы это договор ГПХ. И там есть пункт про место исполнения услуг/работ, но он пустой. Впрочем, его могли и за меня заполнить уже после подписания.",1814,-1001350470024,2020-08-28T12:38:45+00:00
"Какие вопросы к чату, если сам не знаешь, что в документах написано? На таком уровне готовности защищать свой интерес и налоговая в РФ, и налоговая на Кипре будет брать по-максимуму ))",1815,-1001350470024,2020-08-28T12:41:08+00:00
"Мне пофиг на размер налога. :) Мне интересен принцип, как именно трактовать и как считать.
Из ответа Дмитрия следует, что тип договора не важен, важно только место исполнения, если оно прописано.",1816,-1001350470024,2020-08-28T12:42:25+00:00
"Лично к тебе и вопросов нет )) Это в общем, совет в космос. Место оказания услуги по договору часто становится местом источника дохода. Возможны варианты только если налоговая РФ не начинает тебя в чем-то подозревать, и меняет трактовку с ""по договору"" на ""по сути"" (читай ""нам так кажется, попробуй докажи обратное"").",1817,-1001350470024,2020-08-28T12:45:39+00:00
"Понял, спасибо.",,-1001350470024,2020-08-28T12:47:14+00:00
"И договоры ГПХ не попадают под понятия ""salaried services"" и ""employment"", верно?",,-1001350470024,2020-08-28T12:50:43+00:00
да. не попадают,1820,-1001350470024,2020-08-28T13:15:33+00:00
"Спасибо! А, тогда это статья 14 СИДНа, а не 15. Впрочем, суть та же в моём случае.",1821,-1001350470024,2020-08-28T13:23:25+00:00
"Подскажите, плиз что делать с Револютом, который ежедневно присылает пуши и емейлы о новом айди. Ресит им не документ.",,-1001350470024,2020-08-28T13:26:37+00:00
Общение с саппортом и паспорт через какое-то время решают проблему.,1823,-1001350470024,2020-08-28T13:27:14+00:00
Паспорт РФ?,,-1001350470024,2020-08-28T13:27:57+00:00
загран паспорт,1825,-1001350470024,2020-08-28T13:28:56+00:00
"Его имела ввиду по dефолту) попробую, не подумала, что это тоже документ.

Общалась с саппортом два или три раза. Они все понимают, но ничем не помогают, это автомат рассылает.",1826,-1001350470024,2020-08-28T13:31:53+00:00
"Думала, водительские права им послать. )",,-1001350470024,2020-08-28T13:41:53+00:00
А как с саппортом пообщаться? У меня нет выходов :(,1824,-1001350470024,2020-08-28T14:17:09+00:00
Не работает. В CRM нет. Пробовал,1828,-1001350470024,2020-08-28T14:17:19+00:00
live agent,1831,-1001350470024,2020-08-28T14:17:33+00:00
Пишут - this is non EEC documemt,1826,-1001350470024,2020-08-28T14:17:44+00:00
Всё работает. Но с тобой спорить не буду ),1832,-1001350470024,2020-08-28T14:17:48+00:00
На продление хз. На открытие нет,1835,-1001350470024,2020-08-28T14:18:06+00:00
Я про сейчас,,-1001350470024,2020-08-28T14:18:13+00:00
У меня даже кнопки такой нет ),1833,-1001350470024,2020-08-28T14:18:35+00:00
"Девушка выше писала про продление.
Ты влез с открытием - совсем другой кейс, ну камон - опять читаешь только начало? )))",1836,-1001350470024,2020-08-28T14:18:55+00:00
"Где слово продление, @olegcyprus",1823,-1001350470024,2020-08-28T14:19:33+00:00
"Из контекста понятно, кмк)",1840,-1001350470024,2020-08-28T14:20:00+00:00
"https://t.me/cylaw/1823
» пуши и емейлы о новом айди",1840,-1001350470024,2020-08-28T14:20:05+00:00
Ну уже да ),,-1001350470024,2020-08-28T14:20:07+00:00
вот ты любишь спорить на ровном месте ),1843,-1001350470024,2020-08-28T14:20:35+00:00
"У меня револют - наболевшее.

Впрочем, сейчас они в литву едут, всех пропушат",,-1001350470024,2020-08-28T14:21:06+00:00
"» всех пропушат
Nyet (с)",1845,-1001350470024,2020-08-28T14:21:33+00:00
"Надо им каждый раз слать паспорт, чтобы не заблочили? :) Спасибо",1826,-1001350470024,2020-08-28T14:24:35+00:00
"да, но надо несколько раз это пробовать и пушить живого человека.
т.е. схема не общая",1847,-1001350470024,2020-08-28T14:25:03+00:00
Обновил закреп - добавил туда инструкции на визу в ЮК и Словакию,,-1001350470024,2020-08-28T16:32:50+00:00
"Добрый.

А про УСН, вывод на личные и 6% вы пишете как реальный кейс или теоретически? Другими словами, насколько история про УСН и СИДН проверена и имеет фактологическую и историческую основу?",324,-1001350470024,2020-08-28T19:17:14+00:00
"Это прямо мой случай за 18 год (декларация принята на Кипре). Консультировался с тремя бухгалтерами / аудиторами прежде чем. Но понятно, что у каждого свой Кипр. :)",1855,-1001350470024,2020-08-28T19:25:03+00:00
"Ну то есть и платили по совокупности лесенкой, вдобавок к 6%",1857,-1001350470024,2020-08-28T19:48:32+00:00
Да,1859,-1001350470024,2020-08-28T20:19:52+00:00
"Чатик, а сейчас на Кипр из Европы может прилететь гражданин РФ и гражданин EU, если у него только 1 из документов на руках (паспорт РФ)? Лететь будет с близким родственником — гражданином EU.",,-1001350470024,2020-08-29T08:11:24+00:00
"Вряд ли, если нет документов, подтверждающих родство, то точно нет. Можно попробовать отправить запрос. Есть комитет, который рассматривает индивидуально каждый случай и выдаёт разрешения на въезд близким родственникам",,-1001350470024,2020-08-29T08:16:02+00:00
А может в циковид?,1861,-1001350470024,2020-08-29T08:18:06+00:00
"Документы все на руках, в том числе свидетельство о рождении EU. Вылет из Литвы или Латвии, то есть категория А. То есть вопрос больше не в ковидности, а именно в документах. Вроде, была тема, что с членом семьи можно лететь, если вместе.",1862,-1001350470024,2020-08-29T08:19:45+00:00
"Тогда пробуйте получить special permit, прикладывайте документы и ждите ответа 2-3 дня",,-1001350470024,2020-08-29T08:22:23+00:00
"EN
  [English](https://cyprusflightpass.gov.cy/en/special-permission)
  [Ελληνικά](https://cyprusflightpass.gov.cy/el/special-permission)",,-1001350470024,2020-08-29T08:25:52+00:00
"речь не про special permit, а про паспортный контроль. вылет из страны А, до этого больше 14 дней там",1865,-1001350470024,2020-08-29T08:30:55+00:00
со special permit виза нужна же обычно,,-1001350470024,2020-08-29T08:31:33+00:00
"ну что, будет вам тут развлечение, буду рассказывать про кейс",,-1001350470024,2020-08-29T08:48:52+00:00
"Не обязательно. Они просто дают разрешение на въезд, что почти гарантирует посадку на самолёт. За спрос разрешения ничего не будет и там вам точно ответят.",1868,-1001350470024,2020-08-29T08:48:57+00:00
Приятных развлечений ),1869,-1001350470024,2020-08-29T08:49:26+00:00
"1. сначала уточнил у погранцов, выпустят ли. погранцы ответили, что проверят по базе и выпустят только с паспортом РФ, но хрен знает, что там с авиакомпанией и киприотами

2. позвонил по телефону +357 24 804623 и описал ситуацию.
https://www.hermesairports.com/prepare-your-journey/check-in-passport-control/passport-control-visa
сказали, что можно прилетать. если будут вопросы, пусть звонят в аэропорт, там подтвердят. записали данные рейса и ФИО.

3. в авиакомпании сказали, что им пофиг, если погранцы пропустят, сделали заметку в бронировании, что погранцы разрешили.",,-1001350470024,2020-08-29T08:49:48+00:00
"а вот это, кстати, хорошая мысль, все-таки воспользуюсь, спасибо!",1870,-1001350470024,2020-08-29T08:51:37+00:00
Вид на жительство в ЕС есть или по Шенгену?,1869,-1001350470024,2020-08-29T09:21:37+00:00
только паспорт РФ и просроченный ID европейский,1874,-1001350470024,2020-08-29T09:26:40+00:00
"Продлить ID или нужно делать визу на Кипр, или лететь через Россию  с оформлением специального разрешения (если есть родственники на Кипре) и провизы.
Вообщем рекомендую написать/позвонить в ближайшее послольство Кипра.",1875,-1001350470024,2020-08-29T09:29:24+00:00
"это все сложные пути, меня интересует хак «без визы как член семьи гражданина EU»",1876,-1001350470024,2020-08-29T09:31:29+00:00
"https://europa.eu/youreurope/citizens/travel/entry-exit/non-eu-family/index_en.htm

Arriving at the border without an entry visa
It is always best for your non-EU family members to be well-informed in advance and to have all the necessary documents before starting their journey.

However, if they arrive at the border with their passport but without an entry visa, the border authorities should give them the opportunity to prove by other means that they are family members of a mobile EU citizen. They can do so by providing proof of their identity and family ties with an EU citizen (for example a marriage or birth certificate) and, proof that they are joining or accompanying the EU citizen (for example, proof that the EU citizen is already living in the country where entry is sought). If they manage to prove it, they should be issued with an entry visa on the spot.",,-1001350470024,2020-08-29T09:33:28+00:00
"Нужен вид на жительство ""Family member""
Member States shall issue a residence card to family members of a Union citizen who are not nationals of a Member State, where the planned period of residence is for more than three months.

https://eur-lex.europa.eu/eli/dir/2004/38/2011-06-16",1877,-1001350470024,2020-08-29T09:36:17+00:00
">Вообщем рекомендую написать/позвонить в ближайшее послольство Кипра
Я уже позвонил, но не в посольство, а пограничникам в стране вылета, в стране прилета и в авиакомпании. Пока выглядит так, что прокатит все. Главное, чтобы авиакомпания не артачилась",1876,-1001350470024,2020-08-29T09:36:17+00:00
"Расскажите потом! Но шансов 1% (очень хочу ошибаться!!!). Удачи.
Может помочь только официальнное ""продление"" потумолчанию просроченного ID. Но в Латвии послали на х.. в таком случае.",1880,-1001350470024,2020-08-29T09:39:12+00:00
">Но в Латвии послали на х.. в таком случае.
Кто именно послал? ID на самом деле лежит готовый, я профакапил и не проверил, что человек его забрал, а сегодня уже все закрыто, кумбаросов быстро не нашел.",,-1001350470024,2020-08-29T09:43:10+00:00
"А вот чуть выше я написал: https://t.me/cylaw/1878
Мне кажется, это на крайний случай прокатит
Но сделаю еще special permit, чтобы авиакомпании проще было пропустить (на самом деле special permit не нужен, если из страна A или B летишь)",1879,-1001350470024,2020-08-29T09:49:10+00:00
"С просроченным Латвийским ID можно вернуться в Латвию,  но нельзя из неё выезжать. Так сказали в МИД ЛР.",1882,-1001350470024,2020-08-29T09:51:06+00:00
А второй паспорт был?,1884,-1001350470024,2020-08-29T09:52:22+00:00
"Нельзя сделать Special Permit:

You do not need a Special Entry Permit
Based on the specified details you are not considered a Category C passenger, therefore, you do not need a Special Entry Permit, please follow the standard CyprusFlightPass process",1870,-1001350470024,2020-08-29T09:53:00+00:00
Эх (((;,1886,-1001350470024,2020-08-29T09:59:30+00:00
"РФ, мы выкрутились Кипрским внж MEU2, он заменяет Шенген сейчас. Когда с супругом.",1885,-1001350470024,2020-08-29T10:03:40+00:00
"Хорошее решение. В общем, буду пробовать прорываться. Сначала мы сами создаем себе проблемы, а потом героически их преодолеваем.",1888,-1001350470024,2020-08-29T10:06:17+00:00
👍,1889,-1001350470024,2020-08-29T10:08:23+00:00
Вот чётко написано - что после 3х месяцев отсутствия - невалиден. Автоматически.,,-1001350470024,2020-08-29T11:38:40+00:00
точно. но куча кейсов прилета после 3м,1891,-1001350470024,2020-08-29T11:40:19+00:00
"Значит - закрывают глаза, но, опять же, в течении какого срока? 4 месяца, 1 год? Как долго это продлится?
Мигрейшен в таком случае советовал получать провизу/турвизу.",1894,-1001350470024,2020-08-29T11:41:19+00:00
"Вот непонятно. Это надо поднимать старые архивы чьи-то.
Сейчас же пока все эти требования на паузе официально.",1896,-1001350470024,2020-08-29T11:41:53+00:00
"Только что проходила паспортный контроль. Напомнили, что при отсутствии в стране более 3х мес внж будет аннулирован. Впервые такое сказали на паспортном контроле. К чему бы?! Пассажиро поток сильно уменьшился и таможенникам скучно?! Развлекают себя сверками дат прилёта и отлёта???",,-1001350470024,2020-08-29T11:52:15+00:00
"Пока мигрейшен ничего такого не заявляет
Вот самая актуальная информация
—
**Департамент записи актов гражданского состояния и миграции информирует общественность, затронутую ограничениями на полеты, введенными в качестве меры по борьбе с распространением вируса COVID-19, о процедурах въезда граждан третьих стран, которые остаются за границей, а также для репатриация граждан третьих стран, которые остаются на Кипре, а именно:

**I. Граждане третьих стран, остающиеся за границей и имеющие действующий временный вид на жительство во всех категориях, и трехмесячный период, дающий им право на повторный въезд в Республику, истек после 15/3/2020, даты, когда ограничения на полеты и въезд в Республику, может въезжать на Кипр после снятия ограничений без каких-либо дополнительных формальностей. Любые другие требования к въезду, которые Республика Кипр может наложить в связи с контролем распространения пандемии, должны быть выполнены.

II. Граждане третьих стран, остающиеся за границей с 01.01.2020 и позднее, чей временный вид на жительство истек после 15.03.2020, даты, когда были наложены ограничения на полеты и въезд в Республику, при условии, что на их разрешении нет отметки «ФИНАЛ - НЕ ВОЗОБНОВЛЯЕМЫЙ», можно подать заявление на разрешение на въезд. Заявка будет рассмотрена и при условии утверждения, вход будет разрешен после снятия ограничений. Справка об отсутствии судимости или медицинские справки для подачи заявления не требуются. Вышеупомянутые медицинские справки не включают справки, необходимые для борьбы с пандемией. Кроме того, должны быть соблюдены любые другие требования к въезду, которые Республика Кипр может ввести в связи с контролем распространения пандемии.

III. Для граждан третьих стран, которые в настоящее время находятся на Кипре с целью посещения, с национальными или другими визами, такими как шенгенские визы, срок действия которых истек 15 марта 2020 года, пока действуют ограничения на полеты, они не обязаны против них не будут предприниматься дальнейшие действия, и их данные не будут помещены в стоп-лист после их отъезда, учитывая, что они уезжают немедленно и как можно скорее после снятия ограничений.

ОТДЕЛ ГРАЖДАНСКОГО РЕГИСТРАЦИИ И МИГРАЦИИ
НИКОСИЯ, 18 мая 2020 г.
—
http://www.moi.gov.cy/moi/crmd/crmd.nsf/All/B76106AD6093FA00C225856C00447280?OpenDocument",1898,-1001350470024,2020-08-29T11:54:10+00:00
Что-бы люди не катались туда обратно - рассчитывая на авось.,1898,-1001350470024,2020-08-29T11:54:25+00:00
"Верно. Вывозной рейс подразумевает поездку в одну сторону. Ну максимум обратно.
Люди же сейчас летают туда-сюда регулярно по объективным причинам.
Поэтому пограничники устно и снижают поток желающих так летать.",1900,-1001350470024,2020-08-29T11:55:27+00:00
Совершенно согласен!,1901,-1001350470024,2020-08-29T11:56:45+00:00
"Визовые правила регулярно меняются, и улетая сейчас - ты не должны быть уверен, что сможешь вернуться.
Это печально, но это факт.",,-1001350470024,2020-08-29T11:57:03+00:00
"Вы не знаете,  сейчас пешеходный КПП перехода в центре Никосии пропускает туристов?",,-1001350470024,2020-08-29T13:58:14+00:00
"Лечу ни разу не вывозным рейсом. Регулярным. Офицер долго расспрашивал, где таки живу. Потому что 2 внж. Кипра и UK. И паспорт РФ. И потом вот это про 3 мес выдал. Реально такое впервые за последние 5,5 лет. Меня это удивило.",1901,-1001350470024,2020-08-29T16:04:17+00:00
"Если не турист, то да",1909,-1001350470024,2020-08-29T18:07:00+00:00
"Была возле этого кпп, он полностью закрыт🤔",1913,-1001350470024,2020-08-29T18:10:35+00:00
Обидно и неожиданно. На прошлой неделе люди ходили на окулированную территорию с ледры,1914,-1001350470024,2020-08-29T18:12:03+00:00
"Может, типа график работы у них есть какой-то?🤔",1915,-1001350470024,2020-08-29T18:12:42+00:00
В доковидные времена 24/7 работали. Сейчас все может быть.,1916,-1001350470024,2020-08-29T18:13:58+00:00
"Жалко, хотела прогуляться туда",1917,-1001350470024,2020-08-29T18:14:23+00:00
Спасибо!,1919,-1001350470024,2020-08-29T18:17:01+00:00
"https://t.me/cycovid19/1154
Вот новые правила въезда на ""северный Кипр""
Теоретически - с тестом в течении 72ч можно и пешком туда попасть.",1918,-1001350470024,2020-08-29T18:29:37+00:00
"Спасибо большое за информацию, свежего теста нет, к сожалению(",1921,-1001350470024,2020-08-29T18:31:36+00:00
"Можно сделать например в NIPD
Заполнить форму онлайн, оплатить и сразу ехать к ним.
Делают прямо на парковке через окно машины.
Обычно до 24ч результат.",1922,-1001350470024,2020-08-29T18:33:01+00:00
"Я пока не купила машину, хотела пешком(",1923,-1001350470024,2020-08-29T18:33:40+00:00
"В ЛЮБОЙ момент можно пригрется на самоизоляцию/карантин на севере и не вернуться на ЮГ, стоит оно того сейчас?",1924,-1001350470024,2020-08-29T19:53:00+00:00
"Я думала, всё гораздо проще, конечно)",1926,-1001350470024,2020-08-29T19:57:07+00:00
"Туризма ЮГ - СЕВЕР НЕТ, и похоже если откроют Фамагусту и не будет больше.",1927,-1001350470024,2020-08-29T19:58:04+00:00
"Я просто хотела сходить посмотреть на мечеть эту большую и вернуться обратно) 
А что такое Фамагуста?",1928,-1001350470024,2020-08-29T19:59:12+00:00
"Не для этого чата, ликбез:
https://varlamov.ru/535490.html",1929,-1001350470024,2020-08-29T20:02:13+00:00
Спасибо большое 🙏🏻,1930,-1001350470024,2020-08-29T20:08:24+00:00
"Авиакомпанию прошли без вопросов, даже не смотрели
Погранцы выпустили, но разговор был сложный",1872,-1001350470024,2020-08-31T02:51:06+00:00
Остался один заслон,,-1001350470024,2020-08-31T02:51:15+00:00
"На всякий случай , я пропустил новость https://www.dw.com/ru/vengrija-zakryvaet-granicy-1-sentjabrja-koronavirus/a-54748569",,-1001350470024,2020-08-31T06:36:51+00:00
"Давайте плиз Коронавирус в @cycovid
А тут налоговые, визовые вопросы (не опыт полета в карантин)",,-1001350470024,2020-08-31T06:40:00+00:00
Принял,,-1001350470024,2020-08-31T06:41:56+00:00
"Внезапно прямо перед посадкой стали ещё раз проверять, куда-то звонить (на Кипр, похоже), но в итоге пустили. Остались только кипрские погранцы.",1934,-1001350470024,2020-08-31T06:56:14+00:00
"Всё, всех прошли! Добро пожаловать на Кипр!",1938,-1001350470024,2020-08-31T07:12:52+00:00
"В итоге РФ паспорт + просроченный Латвийский ID при готовом не полученном новом + супруг гражданин ЕС?
Кем летели - какой маршрут?",1941,-1001350470024,2020-08-31T07:15:02+00:00
Паспорт РФ + литовский ID просроченный + папа с нормальным ID,1942,-1001350470024,2020-08-31T07:22:38+00:00
"Но реально в какие-то моменты думал, что не получится, но уболтал чертяка языкастый",,-1001350470024,2020-08-31T07:23:20+00:00
Wizz Air Вильнюс — Ларнака,,-1001350470024,2020-08-31T07:23:42+00:00
"Не рекомендую повторять, наверное, мне просто повезло",,-1001350470024,2020-08-31T07:24:04+00:00
"Да, очень сомнительное мероприятие! Но здорово что получилось!!!",1944,-1001350470024,2020-08-31T07:24:19+00:00
Киприоты проще всех были в итоге,,-1001350470024,2020-08-31T07:25:57+00:00
"@olegcyprus это кейс даже не про корону, это что в целом так бывает - как раз ""визовый"" вопрос.",,-1001350470024,2020-08-31T07:26:07+00:00
"У киприотов рефлексы, они штампик какой поставили - 90 дней виза?",1948,-1001350470024,2020-08-31T07:26:53+00:00
Обычный,1950,-1001350470024,2020-08-31T07:35:48+00:00
Единственный штамп не российский в паспорте,,-1001350470024,2020-08-31T07:36:30+00:00
Я про другое писал.,1949,-1001350470024,2020-08-31T07:46:54+00:00
"Это я понял, я так на всякий случай - заранее попросить не переносить. Очень интересно получилось.",1954,-1001350470024,2020-08-31T07:51:40+00:00
